"","X.1","X","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","max_biovol","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population"
"117",3138,3138,"JB","K15PSa8",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,4.5,25,26,9,41,40,32,20,16,19,"K15PSA8",2925,7,18.3333333333333,37.6666666666667,25.5,"Southern"
"118",3139,3139,"JB","K15PSa9",2015,"Salix arctica","Kluane","2022-08-16",8,17,2022,8,35.5,36,12,31,26,38,15,13,7,"K15PSA9",10224,7,11.6666666666667,31.6666666666667,35.75,"Southern"
"119",2778,2778,"SW","K15SSr8",2015,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,21.5,29.5,19,15,53,51,45,37,29,44,"K15SSR8",12050.75,6,36.6666666666667,49.6666666666667,24.25,"Southern"
"120",3020,3020,"JA","K17Sa5",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,2.5,7,8,5,29,28,20,8,3,3,"K17SA5",140,5,4.66666666666667,25.6666666666667,7.5,"Southern"
"121",2780,2780,"LB","K17Sr6",2017,"Salix richardsonii","Kluane","2021-08-09",8,9,2021,17,11.8,29.5,12,37,44,45,41,17,32,"K17SR6",5917.7,4,30,42,20.65,"Southern"
"122",2781,2781,"IMS","KLSPC1",2013,"Salix pulchra","Kluane","2021-08-09",8,9,2021,9.2,8.6,10.6,34,44,50,46,59,43,NA,"KLSPC1",838.672,8,NA,46.6666666666667,9.6,"Southern"
"123",2783,2783,"AB","KLSPC13",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,40.4,93.6,118.2,35,34,39,41,75,51,20,"KLSPC13",446966.208,8,48.6666666666667,38,105.9,"Southern"
"124",2916,2916,"IMS","KLSpC2",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,9,15,5,10,25,23,15,14,8,37,"KLSPC2",675,9,19.6666666666667,21,10,"Southern"
"125",2917,2917,"IMS","KLSpC3",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,20,49,40,18,35,34,45,17,21,33,"KLSPC3",39200,9,23.6666666666667,38,44.5,"Southern"
"126",2786,2786,"MG","KLSPC8",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,11.6,39.4,9.4,14,23,22,23,4,9,6,"KLSPC8",4296.176,8,6.33333333333333,22.6666666666667,24.4,"Southern"
"127",2787,2787,"MG","KLSPC9",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,36.6,46.2,42.3,14,25,30,22,10,7,11,"KLSPC9",71525.916,8,9.33333333333333,25.6666666666667,44.25,"Southern"
"128",2788,2788,"IMS","KLSpE1",2013,"Salix pulchra","Kluane","2021-08-09",8,9,2021,67.5,65,56,33,36,33,39,220,15,72,"KLSPE1",245700,8,102.333333333333,36,60.5,"Southern"
"129",2790,2790,"MG","KLSpE11",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,34.3,119.2,61.3,23,27,26,28,6,11,9,"KLSPE11",250628.728,8,8.66666666666667,27,90.25,"Southern"
"130",3059,3059,"MG","KLSpE12",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,38,96,63,45,31,38,48,260,220,20,"KLSPE12",229824,9,166.666666666667,39,79.5,"Southern"
"131",2792,2792,"MG","KLSpE14",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,47.1,105.5,93.8,20,34,29,37,11,17,9,"KLSPE14",466096.89,8,12.3333333333333,33.3333333333333,99.65,"Southern"
"132",2793,2793,"MG","KLSpE15",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,19.2,45.2,44.3,14,9,17,24,10,6,9,"KLSPE15",38445.312,8,8.33333333333333,16.6666666666667,44.75,"Southern"
"133",2919,2919,"IMS","KLSpE2",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,31.5,135,92,51,30,29,45,91,43,35,"KLSPE2",391230,9,56.3333333333333,34.6666666666667,113.5,"Southern"
"134",2920,2920,"IMS","KLSpE3",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,10,9,10,11,28,25,21,10,9,8,"KLSPE3",900,9,9,24.6666666666667,9.5,"Southern"
"135",2921,2921,"IMS","KLSpE4",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,45,74,89,45,33,28,31,15,13,23,"KLSPE4",296370,9,17,30.6666666666667,81.5,"Southern"
"136",2922,2922,"IMS","KLSpE5",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,21.5,45,40.5,22,45,43,26,130,36,27,"KLSPE5",39183.75,9,64.3333333333333,38,42.75,"Southern"
"137",2798,2798,"CF","KLSpE6",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,79,213,206,57,54,45,44,47,196,92,"KLSPE6",3466362,8,111.666666666667,47.6666666666667,209.5,"Southern"
"138",3000,3000,"CF","KLSpE7",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,29,32,24,12,23,21,30,13,15,27,"KLSPE7",22272,9,18.3333333333333,24.6666666666667,28,"Southern"
"139",2800,2800,"CF","KLSpE8",2013,"Salix pulchra","Kluane","2021-08-11",8,11,2021,44,90,26,39,40,43,33,162,18,35,"KLSPE8",102960,8,71.6666666666667,38.6666666666667,58,"Southern"
"140",3002,3002,"CF","KLSpE9",2013,"Salix pulchra","Kluane","2022-08-16",8,17,2022,32,134,79,47,64,31,61,440,370,220,"KLSPE9",338752,9,343.333333333333,52,106.5,"Southern"
"141",3070,3070,"IR","KLSrC10",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,110,160,122,87,45,50,53,57,98,30,"KLSRC10",2147200,9,61.6666666666667,49.3333333333333,141,"Southern"
"142",3102,3102,"AC","KLSrC13",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,75,150,128,110,50,49,76,50,70,170,"KLSRC13",1440000,9,96.6666666666667,58.3333333333333,139,"Southern"
"143",2935,2935,"LB","KLSrC2",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,127,140,110,60,52,40,45,90,80,80,"KLSRC2",1955800,9,83.3333333333333,45.6666666666667,125,"Southern"
"144",2805,2805,"IR","KLSrC6",2013,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,93.1,116.9,108.1,50,38,34,39,21,43,26,"KLSRC6",1176494.459,8,30,37,112.5,"Southern"
"145",2984,2984,"SW","KLSrE10",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,110,128,155,43,41,50,40,30,21,35,"KLSRE10",2182400,9,28.6666666666667,43.6666666666667,141.5,"Southern"
"146",2808,2808,"IR","KLSrE11",2013,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,98.9,213,153.5,61,47,41,43,56,51,25,"KLSRE11",3233584.95,8,44,43.6666666666667,183.25,"Southern"
"147",2809,2809,"IR","KLSrE13",2013,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,103.5,118.8,117.6,67,36,49,44,36,83,137,"KLSRE13",1445986.08,8,85.3333333333333,43,118.2,"Southern"
"148",2810,2810,"IR","KLSrE14",2013,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,49.2,90.2,74.5,29,35,36,46,30,67,17,"KLSRE14",330619.08,8,38,39,82.35,"Southern"
"149",2811,2811,"IR","KLSrE15",2013,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,104.7,138.5,131.7,31,63,54,50,198,122,25,"KLSRE15",1909775.115,8,115,55.6666666666667,135.1,"Southern"
"150",2934,2934,"LB","KLSrE4",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,113,245,235,120,48,45,34,60,60,100,"KLSRE4",6505975,9,73.3333333333333,42.3333333333333,240,"Southern"
"151",2985,2985,"SW","KLSrE6",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,80,120,106,41,37,36,23,27,24,45,"KLSRE6",1017600,9,32,32,113,"Southern"
"152",2814,2814,"SW","KLSrE7",2013,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,68,87,68,58,52,42,43,136,73,68,"KLSRE7",402288,8,92.3333333333333,45.6666666666667,77.5,"Southern"
"153",2987,2987,"SW","KLSrE9",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,79,120,110,63,65,43,50,130,31,30,"KLSRE9",1042800,9,63.6666666666667,52.6666666666667,115,"Southern"
"154",3089,3089,"SAB","KP16Sa6",2016,"Salix arctica","Kluane","2022-08-16",8,17,2022,5.5,11,9.5,7,22,30,28,8,6,NA,"KP16SA6",574.75,6,NA,26.6666666666667,10.25,"Southern"
"155",2819,2819,"SL","KP16Sp24",2016,"Salix pulchra","Kluane","2021-08-09",8,9,2021,24.5,36,21,12,29,28,32,7,21,11,"KP16SP24",18522,5,13,29.6666666666667,28.5,"Southern"
"156",3112,3112,"AB","KP16Sp33",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,33,65,44,35,35,33,45,20,50,145,"KP16SP33",94380,6,71.6666666666667,37.6666666666667,54.5,"Southern"
"157",3035,3035,"JG","KP16Sp39",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,4.5,9.5,8,9,32,21,22,22,10,19,"KP16SP39",342,6,17,25,8.75,"Southern"
"158",2823,2823,"CF","KP16Sp43",2016,"Salix pulchra","Kluane","2021-08-11",8,11,2021,18.5,27,18,14,29,30,42,27,24,6,"KP16SP43",8991,5,19,33.6666666666667,22.5,"Southern"
"159",3005,3005,"CF","KP16Sp46",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,22,41,20,19,64,51,47,230,50,70,"KP16SP46",18040,6,116.666666666667,54,30.5,"Southern"
"160",3006,3006,"CF","KP16Sp51",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,12,10,8,5,37,32,33,18,14,36,"KP16SP51",960,6,22.6666666666667,34,9,"Southern"
"161",3007,3007,"CF","KP16Sp52",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,16,33,21,10,52,48,17,160,140,20,"KP16SP52",11088,6,106.666666666667,39,27,"Southern"
"162",2828,2828,"CF","KP16Sp55",2016,"Salix pulchra","Kluane","2021-08-11",8,11,2021,26,10,7,8,21,23,22,9,8,11,"KP16SP55",1820,5,9.33333333333333,22,8.5,"Southern"
"163",3036,3036,"JG","KP16Sp56",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,27,49,45,16,33,30,40,43,62,82,"KP16SP56",59535,6,62.3333333333333,34.3333333333333,47,"Southern"
"164",3047,3047,"JG","KP16Sp59",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,18,61,33,20,28,21,24,74,37,16,"KP16SP59",36234,6,42.3333333333333,24.3333333333333,47,"Southern"
"165",3048,3048,"JG","KP16Sp60",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,20,31,30,25,25,25,23,63,47,25,"KP16SP60",18600,6,45,24.3333333333333,30.5,"Southern"
"166",2832,2832,"IR","KP16Sr26",2016,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,31.2,11.7,12.1,17,25,26,27,17,21,32,"KP16SR26",4416.984,5,23.3333333333333,26,11.9,"Southern"
"167",3077,3077,"IR","KP16Sr27",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,32,33,28,20,32,33,34,42,36,21,"KP16SR27",29568,6,33,33,30.5,"Southern"
"168",2961,2961,"GD","KP16Sr36",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,40,44,36,31,48,29,46,250,220,210,"KP16SR36",63360,6,226.666666666667,41,40,"Southern"
"169",2962,2962,"GD","KP16Sr37",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,83,67,68,35,34,37,41,175,560,180,"KP16SR37",378148,6,305,37.3333333333333,67.5,"Southern"
"170",2933,2933,"LB","KP16Sr41",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,29,31,34,12,33,30,37,110,90,120,"KP16SR41",30566,6,106.666666666667,33.3333333333333,32.5,"Southern"
"171",2963,2963,"GD","KP16Sr51",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,38,36,30,14,40,32,46,95,170,130,"KP16SR51",41040,6,131.666666666667,39.3333333333333,33,"Southern"
"172",2964,2964,"GD","KP16Sr52",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,45,56,51.5,25,42,40,31,100,105,65,"KP16SR52",129780,6,90,37.6666666666667,53.75,"Southern"
"173",2965,2965,"GD","KP16Sr53",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,17,40,32,18,36,26,33,120,45,90,"KP16SR53",21760,6,85,31.6666666666667,36,"Southern"
"174",3153,3153,"EW","KP16Sr57",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,76,77,56,35,49,48,45,240,250,150,"KP16SR57",327712,6,213.333333333333,47.3333333333333,66.5,"Southern"
"175",3152,3152,"EW","KP16Sr58",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,46,66,51,31,43,41,41,200,170,180,"KP16SR58",154836,6,183.333333333333,41.6666666666667,58.5,"Southern"
"176",3151,3151,"EW","KP16Sr60",2016,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,55,45,32,18,45,29,51,120,90,70,"KP16SR60",79200,6,93.3333333333333,41.6666666666667,38.5,"Southern"
"177",2843,2843,"JA","KP17Sa2",2017,"Salix arctica","Kluane","2021-08-11",8,11,2021,4.8,13.5,9.5,7,29,37,32,7,5,4,"KP17SA2",615.6,4,5.33333333333333,32.6666666666667,11.5,"Southern"
"178",3021,3021,"JA","KP17Sa4",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,2.5,7,10,8,24,17,17,4,7,11,"KP17SA4",175,5,7.33333333333333,19.3333333333333,8.5,"Southern"
"179",3093,3093,"SAB","KP17Sa6",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,5.5,19,19.5,10,42,33,33,9,17,24,"KP17SA6",2037.75,5,16.6666666666667,36,19.25,"Southern"
"180",3145,3145,"JB","KP17Sa9",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,5,23,20,7,36,42,39,12,8,10,"KP17SA9",2300,5,10,39,21.5,"Southern"
"181",2926,2926,"IMS","KP17Sp1",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,16,19,18,11,33,27,20,14,35,14,"KP17SP1",5472,5,21,26.6666666666667,18.5,"Southern"
"182",3119,3119,"AB","KP17Sp12",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,31,33,20,15,38,43,40,48,35,64,"KP17SP12",20460,5,49,40.3333333333333,26.5,"Southern"
"183",2927,2927,"IMS","KP17Sp2",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,16,25,16.5,18,22,18,50,46,19,13,"KP17SP2",6600,5,26,30,20.75,"Southern"
"184",2957,2957,"SL","KP17Sp5",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,35.5,61,32,14,34,34,37,170,110,70,"KP17SP5",69296,5,116.666666666667,35,46.5,"Southern"
"185",3120,3120,"AB","KP17Sp9",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,9.5,23,19,18,39,24,31,58,22,45,"KP17SP9",4151.5,5,41.6666666666667,31.3333333333333,21,"Southern"
"186",2940,2940,"LB","KP17Sr1",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,27,36,42,23,45,46,41,90,50,85,"KP17SR1",40824,5,75,44,39,"Southern"
"187",2941,2941,"LB","KP17Sr2",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,34.5,25,34,16,20,17,17,40,25,49,"KP17SR2",29325,5,38,18,29.5,"Southern"
"188",2942,2942,"LB","KP17Sr3",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,34.5,40,45,17,31,29,29,45,23,21,"KP17SR3",62100,5,29.6666666666667,29.6666666666667,42.5,"Southern"
"189",2943,2943,"LB","KP17Sr4",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,27,28,36,20,24,23,24,26,32,18,"KP17SR4",27216,5,25.3333333333333,23.6666666666667,32,"Southern"
"190",3163,3163,"EW","KP18Sa10",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,4.5,17,9,7,38,25,46,13,5,4,"KP18SA10",688.5,4,7.33333333333333,36.3333333333333,13,"Southern"
"191",3032,3032,"JA","KP18Sa2",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,13,8.5,8,30,20,22,11,12,10,"KP18SA2",386.75,4,11,24,10.75,"Southern"
"192",3031,3031,"JA","KP18Sa4",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,3,9.5,13,9,43,36,30,12,5,9,"KP18SA4",370.5,4,8.66666666666667,36.3333333333333,11.25,"Southern"
"193",2860,2860,"EW","KP18Sa8",2018,"Salix arctica","Kluane","2021-08-11",8,11,2021,7,22.1,10.4,5,21,20,23,16,17,18,"KP18SA8",1608.88,3,17,21.3333333333333,16.25,"Southern"
"194",3161,3161,"EW","KP18Sa9",2018,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,8.5,5,5,25,38,20,4,2,3,"KP18SA9",148.75,4,3,27.6666666666667,6.75,"Southern"
"195",3045,3045,"JG","KP18Sp1",2018,"Salix pulchra","Kluane","2022-08-16",8,17,2022,27,49,42,17,48,41,21,102,83,50,"KP18SP1",55566,4,78.3333333333333,36.6666666666667,45.5,"Southern"
"196",3044,3044,"JG","KP18Sp2",2018,"Salix pulchra","Kluane","2022-08-16",8,17,2022,68,66,61,22,41,44,43,375,420,460,"KP18SP2",273768,4,418.333333333333,42.6666666666667,63.5,"Southern"
"197",2864,2864,"JG","KP18Sp3",2018,"Salix pulchra","Kluane","2021-08-11",8,11,2021,23,7,8,11,24,23,19,6,8,5,"KP18SP3",1288,3,6.33333333333333,22,7.5,"Southern"
"198",3042,3042,"JG","KP18Sp4",2018,"Salix pulchra","Kluane","2022-08-16",8,17,2022,26,45,31,12,50,41,38,130,150,200,"KP18SP4",36270,4,160,43,38,"Southern"
"199",3003,3003,"CF","KPSr5",2013,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,50,103,74,36,45,47,42,106,45,110,"KPSR5",381100,9,87,44.6666666666667,88.5,"Southern"
"200",3017,3017,"JA","PC16CESa2",2016,"Salix arctica","Kluane","2022-08-16",8,17,2022,8.5,32,39,9,63,62,44,80,24,50,"PC16CESA2",10608,6,51.3333333333333,56.3333333333333,35.5,"Southern"
"201",3107,3107,"AB","PC16CESp7",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,32,71,64,20,48,44,51,260,110,340,"PC16CESP7",145408,6,236.666666666667,47.6666666666667,67.5,"Southern"
"202",2954,2954,"SL","PC16CWSp7",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,60,38,34,15,54,51,45,390,245,150,"PC16CWSP7",77520,6,261.666666666667,50,36,"Southern"
"203",2953,2953,"SL","PC16CWSp9",2016,"Salix pulchra","Kluane","2022-08-16",8,17,2022,12,39,25,15,24,20,23,23,25,43,"PC16CWSP9",11700,6,30.3333333333333,22.3333333333333,32,"Southern"
"204",3023,3023,"JA","PC17Sa1",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,7.5,27,26,12,49,50,35,40,33,26,"PC17SA1",5265,5,33,44.6666666666667,26.5,"Southern"
"205",3024,3024,"JA","PC17Sa6",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,4,10.5,13.5,6,27,25,28,10,3,6,"PC17SA6",567,5,6.33333333333333,26.6666666666667,12,"Southern"
"206",3025,3025,"JA","PC17Sa7",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,6,25,25,9,40,38,37,25,18,22,"PC17SA7",3750,5,21.6666666666667,38.3333333333333,25,"Southern"
"207",3026,3026,"JA","PC17Sa9",2017,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,14,10,9,24,36,44,10,7,12,"PC17SA9",490,5,9.66666666666667,34.6666666666667,12,"Southern"
"208",2955,2955,"SL","PC17Sp1",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,25,42,56,8,42,40,39,340,400,200,"PC17SP1",58800,5,313.333333333333,40.3333333333333,49,"Southern"
"209",3040,3040,"JG","PC17Sp10",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,6.5,19.5,14,18,32,21,31,17,12,13,"PC17SP10",1774.5,5,14,28,16.75,"Southern"
"210",2956,2956,"SL","PC17Sp3",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,4,8.5,9.5,12,27,19,25,17,27,35,"PC17SP3",323,5,26.3333333333333,23.6666666666667,9,"Southern"
"211",3010,3010,"CF","PC17Sp5",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,8,29,22,27,20,14,21,6,7,12,"PC17SP5",5104,5,8.33333333333333,18.3333333333333,25.5,"Southern"
"212",2882,2882,"CF","PC17Sp6",2017,"Salix pulchra","Kluane","2021-08-11",8,11,2021,5,14.5,15,11,16,18,17,9,5,6,"PC17SP6",1087.5,4,6.66666666666667,17,14.75,"Southern"
"213",2883,2883,"JG","PC17Sp7",2017,"Salix pulchra","Kluane","2021-08-11",8,11,2021,14,10,39,5,38,27,25,37,51,38,"PC17SP7",5460,4,42,30,24.5,"Southern"
"214",3038,3038,"JG","PC17Sp8",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,15.5,51,41,13,29,37,35,320,100,110,"PC17SP8",32410.5,5,176.666666666667,33.6666666666667,46,"Southern"
"215",3039,3039,"JG","PC17Sp9",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,15,21,19.5,12,31,26,29,17,30,37,"PC17SP9",6142.5,5,28,28.6666666666667,20.25,"Southern"
"216",2948,2948,"LB","PC17Sr1",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,40,30.5,40,12,28,50,33,330,110,180,"PC17SR1",48800,5,206.666666666667,37,35.25,"Southern"
"217",2989,2989,"SW","PC17Sr10",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,36,39,17,18,40,37,36,85,52,27,"PC17SR10",23868,5,54.6666666666667,37.6666666666667,28,"Southern"
"218",2888,2888,"IR","PC17Sr12",2017,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,10.2,9.9,5.5,9,29,31,28,25,23,NA,"PC17SR12",555.39,4,NA,29.3333333333333,7.7,"Southern"
"219",3081,3081,"IR","PC17Sr13",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,14,20,15,16,26,29,21,16,20,8,"PC17SR13",4200,5,14.6666666666667,25.3333333333333,17.5,"Southern"
"220",2949,2949,"LB","PC17Sr2",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,35,24,22,15,39,31,38,60,35,30,"PC17SR2",18480,5,41.6666666666667,36,23,"Southern"
"221",2974,2974,"GD","PC17Sr4",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,74,63,45,15,46,44,41,410,250,145,"PC17SR4",209790,5,268.333333333333,43.6666666666667,54,"Southern"
"222",2973,2973,"GD","PC17Sr5",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,121,62,72,40,52,38,50,395,465,310,"PC17SR5",540144,5,390,46.6666666666667,67,"Southern"
"223",2972,2972,"GD","PC17Sr6",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,41,63,49,16,42,40,40,290,260,195,"PC17SR6",126567,5,248.333333333333,40.6666666666667,56,"Southern"
"224",2894,2894,"SW","PC17Sr9",2017,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,18,14,9.5,12,36,35,39,51,64,10,"PC17SR9",2394,4,41.6666666666667,36.6666666666667,11.75,"Southern"
"225",3018,3018,"JA","PP16MSa1",2016,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,4,5,5,19,13,18,4,NA,NA,"PP16MSA1",70,6,NA,16.6666666666667,4.5,"Southern"
"226",2896,2896,"JA","PP16MSa5",2016,"Salix arctica","Kluane","2021-08-11",8,11,2021,3,11.4,9,5,22,24,23,7,6,9,"PP16MSA5",307.8,5,7.33333333333333,23,10.2,"Southern"
"227",2897,2897,"AB","PP17Sp12",2017,"Salix pulchra","Kluane","2021-08-11",8,11,2021,11.8,13.1,13,13,34,33,33,30,34,24,"PP17SP12",2009.54,4,29.3333333333333,33.3333333333333,13.05,"Southern"
"228",2898,2898,"AB","PP17Sp13",2017,"Salix pulchra","Kluane","2021-08-11",8,11,2021,15.2,14.1,12.2,13,24,23,26,26,19,22,"PP17SP13",2614.704,4,22.3333333333333,24.3333333333333,13.15,"Southern"
"229",3121,3121,"AB","PP17Sp15",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,29,57,58,23,74,64,31,320,250,370,"PP17SP15",95874,5,313.333333333333,56.3333333333333,57.5,"Southern"
"230",3154,3154,"EW","PP17Sr16",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,44,46,47,29,43,37,42,150,130,100,"PP17SR16",95128,5,126.666666666667,40.6666666666667,46.5,"Southern"
"231",3158,3158,"EW","PP17Sr19",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,37,36,33,28,34,38,50,80,70,170,"PP17SR19",43956,5,106.666666666667,40.6666666666667,34.5,"Southern"
"232",3157,3157,"EW","PP17Sr20",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,39,51,69,23,40,42,38,95,80,200,"PP17SR20",137241,5,125,40,60,"Southern"
