"","SampleID","Match","SampleSite","SampleDate","Date_propagated","Date_planted","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Mother_LS","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Cutting_length","Cutting_diameter","biovolume","Site","SampleYear","mean_stem_elong","mean_leaf_length","mean_width","SampleID_standard"
"190","KP16SR11","KP16SR11","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,90,173,205,35.6,NA,NA,NA,NA,NA,NA,26,12,3191850,"Kluane",2016,NA,NA,189,"KP16SR11"
"191","KP16SR12","KP16SR12","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,132,173,201,29.7,NA,NA,NA,NA,NA,NA,35.7,8.1,4590036,"Kluane",2016,NA,NA,187,"KP16SR12"
"192","KP16SR13","KP16SR13","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,106,323,199,35.4,NA,NA,NA,NA,NA,NA,30.1,12.9,6813362,"Kluane",2016,NA,NA,261,"KP16SR13"
"193","KP16SR14","KP16SR14","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,130,221,193,41.4,NA,NA,NA,NA,NA,NA,40.3,10.3,5544890,"Kluane",2016,NA,NA,207,"KP16SR14"
"194","KP16SR15","KP16SR15","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,64,100,83,26.2,NA,NA,NA,NA,NA,NA,32.1,10,531200,"Kluane",2016,NA,NA,91.5,"KP16SR15"
"195","KP16SR17","KP16SR17","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,42,62,47,128,NA,NA,NA,NA,NA,NA,33.7,9.2,122388,"Kluane",2016,NA,NA,54.5,"KP16SR17"
"196","KP16SR18","KP16SR18","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,16,311,262,43.3,NA,NA,NA,NA,NA,NA,39.2,9.7,1303712,"Kluane",2016,NA,NA,286.5,"KP16SR18"
"197","KP16SR19","KP16SR19","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,81,191,180,31.7,NA,NA,NA,NA,NA,NA,31.7,10.3,2784780,"Kluane",2016,NA,NA,185.5,"KP16SR19"
"198","KP16SR20","KP16SR20","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,112,326,295,50,NA,NA,NA,NA,NA,NA,26.6,9.5,10771040,"Kluane",2016,NA,NA,310.5,"KP16SR20"
"199","KP16SR21","KP16Sr21","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,91,321,307,36.8,NA,NA,NA,NA,NA,NA,36.2,8.5,8967777,"Kluane",2016,NA,NA,314,"KP16SR21"
"200","KP16SR22","KP16Sr22","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,94,152,149,31.4,NA,NA,NA,NA,NA,NA,38.1,12.4,2128912,"Kluane",2016,NA,NA,150.5,"KP16SR22"
"201","KP16SR23","KP16Sr23","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,104,241,248,36.6,NA,NA,NA,NA,NA,NA,37.2,10.2,6215872,"Kluane",2016,NA,NA,244.5,"KP16SR23"
"202","KP16SR24","KP16Sr24","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,98,300,278,48.4,NA,NA,NA,NA,NA,NA,32.4,10.7,8173200,"Kluane",2016,NA,NA,289,"KP16SR24"
"203","KP16SR25","KP16Sr25","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,43,107,101,8,NA,NA,NA,NA,NA,NA,26.1,10.5,464701,"Kluane",2016,NA,NA,104,"KP16SR25"
"204","KP16SR26","KP16Sr26","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,87,124,130,40,NA,NA,NA,NA,NA,NA,42.4,16,1402440,"Kluane",2016,NA,NA,127,"KP16SR26"
"205","KP16SR27","KP16Sr27","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,102,168,125,20,NA,NA,NA,NA,NA,NA,41.7,16.6,2142000,"Kluane",2016,NA,NA,146.5,"KP16SR27"
"206","KP16SR28","KP16Sr28","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,74,101,93,26,NA,NA,NA,NA,NA,NA,36.9,15.9,695082,"Kluane",2016,NA,NA,97,"KP16SR28"
"207","KP16SR29","KP16Sr29","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,86,167,137,39,NA,NA,NA,NA,NA,NA,32.9,14.1,1967594,"Kluane",2016,NA,NA,152,"KP16SR29"
"208","KP16SR30","KP16Sr30","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,95,188,98,39,NA,NA,NA,NA,NA,NA,36.5,15.7,1750280,"Kluane",2016,NA,NA,143,"KP16SR30"
"209","KP16SR31","KP16Sr31","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,106,208,221,35,NA,NA,NA,NA,NA,NA,37,18.4,4872608,"Kluane",2016,NA,NA,214.5,"KP16SR31"
"210","KP16SR32","KP16Sr32","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,97,222,247,27,NA,NA,NA,NA,NA,NA,44.8,21.4,5318898,"Kluane",2016,NA,NA,234.5,"KP16SR32"
"211","KP16SR33","KP16Sr33","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,78,179,152,47,NA,NA,NA,NA,NA,NA,43.4,20.7,2122224,"Kluane",2016,NA,NA,165.5,"KP16SR33"
"212","KP16SR34","KP16Sr34","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,71,158,122,21,NA,NA,NA,NA,NA,NA,33.9,15.6,1368596,"Kluane",2016,NA,NA,140,"KP16SR34"
"213","KP16SR35","KP16Sr35","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,72,170,160,45,NA,NA,NA,NA,NA,NA,38,19.6,1958400,"Kluane",2016,NA,NA,165,"KP16SR35"
"214","KP16SR36","KP16Sr36","Kluane Plateau",2016-07-05,NA,2016-07-07,2016,83,130,77,32,NA,NA,NA,NA,NA,NA,37.1,17.4,830830,"Kluane",2016,NA,NA,103.5,"KP16SR36"
"215","KP16SR37","KP16Sr37","Kluane Plateau",2016-07-05,NA,2016-07-07,2016,127,157,101,33,NA,NA,NA,NA,NA,NA,49.3,15.1,2013839,"Kluane",2016,NA,NA,129,"KP16SR37"
"216","KP16SR38","KP16Sr38","Kluane Plateau",2016-07-05,NA,2016-07-07,2016,86,191,173,31,NA,NA,NA,NA,NA,NA,29,17.5,2841698,"Kluane",2016,NA,NA,182,"KP16SR38"
"217","KP16SR39","KP16Sr39","Kluane Plateau",2016-07-05,NA,2016-07-07,2016,86,175,119,30,NA,NA,NA,NA,NA,NA,34.2,17.6,1790950,"Kluane",2016,NA,NA,147,"KP16SR39"
"218","KP16SP1","KP16SP1","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,181,366,405,45.5,NA,NA,NA,NA,NA,NA,36.1,11.1,26829630,"Kluane",2016,NA,NA,385.5,"KP16SP1"
"219","KP16SP2","KP16SP2","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,83,170,115,27.6,NA,NA,NA,NA,NA,NA,34.3,11,1622650,"Kluane",2016,NA,NA,142.5,"KP16SP2"
"220","KP16SP5","KP16SP5","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,133,224,192,30.4,NA,NA,NA,NA,NA,NA,28,7.6,5720064,"Kluane",2016,NA,NA,208,"KP16SP5"
"221","KP16SP7","KP16SP7","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,107,266,158,31.8,NA,NA,NA,NA,NA,NA,33,8.5,4496996,"Kluane",2016,NA,NA,212,"KP16SP7"
"222","KP16SP8","KP16SP8","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,104,323,144,27,NA,NA,NA,NA,NA,NA,44.3,9.1,4837248,"Kluane",2016,NA,NA,233.5,"KP16SP8"
"223","KP16SP10","KP16SP10","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,129,166,178,46.1,NA,NA,NA,NA,NA,NA,34.2,9.9,3811692,"Kluane",2016,NA,NA,172,"KP16SP10"
"224","KP16SP11","KP16SP11","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,209,577,727,92,NA,NA,NA,NA,NA,NA,34.3,9.1,87671111,"Kluane",2016,NA,NA,652,"KP16SP11"
"225","KP16SP12","KP16SP12","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,147,214,206,48.8,NA,NA,NA,NA,NA,NA,25.8,7.4,6480348,"Kluane",2016,NA,NA,210,"KP16SP12"
"226","KP16SP13","KP16SP13","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,131,356,367,36.1,NA,NA,NA,NA,NA,NA,25,9.3,17115412,"Kluane",2016,NA,NA,361.5,"KP16SP13"
"227","KP16SP14","KP16SP14","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,73,218,238,28.1,NA,NA,NA,NA,NA,NA,40.1,9.3,3787532,"Kluane",2016,NA,NA,228,"KP16SP14"
"228","KP16SP15","KP16SP15","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,152,390,303,41.8,NA,NA,NA,NA,NA,NA,43.3,10.1,17961840,"Kluane",2016,NA,NA,346.5,"KP16SP15"
"229","KP16SP16","KP16SP16","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,113,269,166,25.1,NA,NA,NA,NA,NA,NA,35.9,10.5,5045902,"Kluane",2016,NA,NA,217.5,"KP16SP16"
"230","KP16SP17","KP16SP17","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,173,257,330,43.7,NA,NA,NA,NA,NA,NA,36,8.3,14672130,"Kluane",2016,NA,NA,293.5,"KP16SP17"
"231","KP16SP18","KP16SP18","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,82,195,173,18.3,NA,NA,NA,NA,NA,NA,32.5,8.9,2766270,"Kluane",2016,NA,NA,184,"KP16SP18"
"232","KP16SP19","KP16SP19","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,126,232,199,33.5,NA,NA,NA,NA,NA,NA,33.2,11.1,5817168,"Kluane",2016,NA,NA,215.5,"KP16SP19"
"233","KP16SP20","KP16SP20","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,92,245,174,21.1,NA,NA,NA,NA,NA,NA,35.7,10.7,3921960,"Kluane",2016,NA,NA,209.5,"KP16SP20"
"234","KP16SP21","KP16Sp21","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,80,172,188,27.6,NA,NA,NA,NA,NA,NA,40.3,7.7,2586880,"Kluane",2016,NA,NA,180,"KP16SP21"
"235","KP16SP22","KP16Sp22","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,85,178,168,24,NA,NA,NA,NA,NA,NA,35.2,9.2,2541840,"Kluane",2016,NA,NA,173,"KP16SP22"
"236","KP16SP23","KP16Sp23","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,98,261,274,40.4,NA,NA,NA,NA,NA,NA,34.4,10.5,7008372,"Kluane",2016,NA,NA,267.5,"KP16SP23"
"237","KP16SP24","KP16Sp24","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,111,352,354,46.9,NA,NA,NA,NA,NA,NA,28.8,11.1,13831488,"Kluane",2016,NA,NA,353,"KP16SP24"
"238","KP16SP25","KP16Sp25","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,98,328,292,78.2,NA,NA,NA,NA,NA,NA,32.1,11.3,9386048,"Kluane",2016,NA,NA,310,"KP16SP25"
"239","KP16SP27","KP16Sp27","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,71,166,155,31.9,NA,NA,NA,NA,NA,NA,22.1,6.3,1826830,"Kluane",2016,NA,NA,160.5,"KP16SP27"
"240","KP16SP28","KP16Sp28","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,72,370,306,30.2,NA,NA,NA,NA,NA,NA,26.6,9.4,8151840,"Kluane",2016,NA,NA,338,"KP16SP28"
"241","KP16SP29","KP16Sp29","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,90,189,79,24.6,NA,NA,NA,NA,NA,NA,29.5,14.7,1343790,"Kluane",2016,NA,NA,134,"KP16SP29"
"242","KP16SP31","KP16Sp31","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,66,300,246,19,NA,NA,NA,NA,NA,NA,32.4,12.6,4870800,"Kluane",2016,NA,NA,273,"KP16SP31"
"243","KP16SP32","KP16Sp32","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,55,121,146,34,NA,NA,NA,NA,NA,NA,33.6,24.1,971630,"Kluane",2016,NA,NA,133.5,"KP16SP32"
"244","KP16SP33","KP16Sp33","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,91,158,85,25,NA,NA,NA,NA,NA,NA,45.4,16.6,1222130,"Kluane",2016,NA,NA,121.5,"KP16SP33"
"245","KP16SP34","KP16Sp34","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,75,125,94,15,NA,NA,NA,NA,NA,NA,42.6,13.9,881250,"Kluane",2016,NA,NA,109.5,"KP16SP34"
"246","KP16SP35","KP16Sp35","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,60,170,182,31,NA,NA,NA,NA,NA,NA,36.2,14,1856400,"Kluane",2016,NA,NA,176,"KP16SP35"
"247","KP16SP37","KP16Sp37","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,51,111,102,2.6,NA,NA,NA,NA,NA,NA,30,13.7,577422,"Kluane",2016,NA,NA,106.5,"KP16SP37"
"248","KP16SP38","KP16Sp38","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,71,121,110,35,NA,NA,NA,NA,NA,NA,34.7,9.6,945010,"Kluane",2016,NA,NA,115.5,"KP16SP38"
"249","KP16SP40","KP16Sp40","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,92,367,298,38,NA,NA,NA,NA,NA,NA,27.8,6.7,10061672,"Kluane",2016,NA,NA,332.5,"KP16SP40"
"250","KP16SA1","KP16Sa1","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,4,37,25,4,NA,NA,NA,NA,NA,NA,13.6,4.7,3700,"Kluane",2016,NA,NA,31,"KP16SA1"
"251","KP16SA2","KP16Sa2","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,7,122,68,7,NA,NA,NA,NA,NA,NA,26.1,9.1,58072,"Kluane",2016,NA,NA,95,"KP16SA2"
"252","KP16SA3","KP16Sa3","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,5,50,43,5,NA,NA,NA,NA,NA,NA,5.3,7.2,10750,"Kluane",2016,NA,NA,46.5,"KP16SA3"
"253","KP16SA4","KP16Sa4","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,6.5,54,32,8,NA,NA,NA,NA,NA,NA,21.4,8,11232,"Kluane",2016,NA,NA,43,"KP16SA4"
"254","KP16SA5","KP16Sa5","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,6,45,61,7,NA,NA,NA,NA,NA,NA,11.5,8.1,16470,"Kluane",2016,NA,NA,53,"KP16SA5"
"255","KP16SA6","KP16Sa6","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,5,55,40,7,NA,NA,NA,NA,NA,NA,19.9,7.8,11000,"Kluane",2016,NA,NA,47.5,"KP16SA6"
"256","KP16SA7","KP16Sa7","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,4,155,32,5,NA,NA,NA,NA,NA,NA,14.2,4.9,19840,"Kluane",2016,NA,NA,93.5,"KP16SA7"
"257","KP16SA8","KP16Sa8","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,6,57,50,6,NA,NA,NA,NA,NA,NA,15.9,8.3,17100,"Kluane",2016,NA,NA,53.5,"KP16SA8"
"258","KP16SA9","KP16Sa9","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,5,55,37,10,NA,NA,NA,NA,NA,NA,19.1,9.5,10175,"Kluane",2016,NA,NA,46,"KP16SA9"
"259","KP16SA10","KP16Sa10","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,7,66,57,20,NA,NA,NA,NA,NA,NA,17.8,10.3,26334,"Kluane",2016,NA,NA,61.5,"KP16SA10"
"260","KP16SA11","KP16Sa11","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,6,62,41,8,NA,NA,NA,NA,NA,NA,20.1,7.5,15252,"Kluane",2016,NA,NA,51.5,"KP16SA11"
"261","KP16SA13","KP16Sa13","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,4.5,50,23,13,NA,NA,NA,NA,NA,NA,13.1,9.8,5175,"Kluane",2016,NA,NA,36.5,"KP16SA13"
"262","KP16SA14","KP16Sa14","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,7,41,35,9,NA,NA,NA,NA,NA,NA,17.2,9.7,10045,"Kluane",2016,NA,NA,38,"KP16SA14"
"263","KP16SA15","KP16Sa15","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,4.5,53,40,8,NA,NA,NA,NA,NA,NA,16.9,7.4,9540,"Kluane",2016,NA,NA,46.5,"KP16SA15"
"264","KP16SA16","KP16Sa16","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,5,68,25,6,NA,NA,NA,NA,NA,NA,13,6.9,8500,"Kluane",2016,NA,NA,46.5,"KP16SA16"
"265","KP16SA18","KP16Sa18","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,6,7.2,42,6,NA,NA,NA,NA,NA,NA,15.4,6.5,1814.4,"Kluane",2016,NA,NA,24.6,"KP16SA18"
"266","KP16SA19","KP16Sa19","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,6,64,53,6,NA,NA,NA,NA,NA,NA,17.5,6.7,20352,"Kluane",2016,NA,NA,58.5,"KP16SA19"
"270","HE16SP1","HE16SP1","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,23,39,27,9,NA,NA,NA,NA,NA,NA,43,NA,24219,"Qikiqtaruk",2016,NA,NA,33,"HE16SP1"
"271","HE16SP2","HE16SP2","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,26,39,27,9,NA,NA,NA,NA,NA,NA,37,NA,27378,"Qikiqtaruk",2016,NA,NA,33,"HE16SP2"
"272","HE16SP3","HE16SP3","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,24,36,26,10,NA,NA,NA,NA,NA,NA,49,NA,22464,"Qikiqtaruk",2016,NA,NA,31,"HE16SP3"
"273","HE16SP4","HE16SP4","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,35,43,47,10,NA,NA,NA,NA,NA,NA,51,NA,70735,"Qikiqtaruk",2016,NA,NA,45,"HE16SP4"
"274","HE16SP5","HE16SP5","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,29,55,51,9,NA,NA,NA,NA,NA,NA,62,NA,81345,"Qikiqtaruk",2016,NA,NA,53,"HE16SP5"
"275","HE16SP6","HE16SP6","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,71,496,404,23,NA,NA,NA,NA,NA,NA,57,NA,14227264,"Qikiqtaruk",2016,NA,NA,450,"HE16SP6"
"276","HE16SP7","HE16SP7","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,55,NA,NA,21,NA,NA,NA,NA,NA,NA,50,NA,NA,"Qikiqtaruk",2016,NA,NA,NA,"HE16SP7"
"277","HE16SP8","HE16SP8","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,34,184,170,9,NA,NA,NA,NA,NA,NA,31,NA,1063520,"Qikiqtaruk",2016,NA,NA,177,"HE16SP8"
"278","HE16SP9","HE16SP9","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,53,222,170,11,NA,NA,NA,NA,NA,NA,41,NA,2000220,"Qikiqtaruk",2016,NA,NA,196,"HE16SP9"
"279","HE16SP10","HE16SP10","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,40,232,227,25,NA,NA,NA,NA,NA,NA,59,NA,2106560,"Qikiqtaruk",2016,NA,NA,229.5,"HE16SP10"
"280","HE16SP12","HE16SP12","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,17,40,47,7,38,42,NA,40,38,NA,18.3,4.6,31960,"Qikiqtaruk",2016,NA,NA,43.5,"HE16SP12"
"281","HE16SP13","HE16SP13","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,23,100,59,7,36,50,NA,30,21,NA,25.1,7.1,135700,"Qikiqtaruk",2016,NA,NA,79.5,"HE16SP13"
"282","HE16SP15","HE16SP15","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,19,111,72,7,43,41,NA,35,15,NA,19.9,6.6,151848,"Qikiqtaruk",2016,NA,NA,91.5,"HE16SP15"
"283","HE16SP16","HE16SP16","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,21,194,153,10.5,42,41,NA,54,53,NA,31.5,9,623322,"Qikiqtaruk",2016,NA,NA,173.5,"HE16SP16"
"284","HE16SP17","HE16SP17","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,28.5,188,155,7.3,33,33,NA,40,42,NA,30.4,7.4,830490,"Qikiqtaruk",2016,NA,NA,171.5,"HE16SP17"
"285","HE16SP18","HE16SP18","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,39,281,175,10.9,47,48,NA,49,76,NA,35,8.6,1917825,"Qikiqtaruk",2016,NA,NA,228,"HE16SP18"
"286","HE16SP19","HE16SP19","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,13,59,46,10.6,57,49,NA,105,57,NA,31.4,7.1,35282,"Qikiqtaruk",2016,NA,NA,52.5,"HE16SP19"
"287","HE16SP20","HE16SP20","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,26.5,230,130,7.9,46,46,NA,22,26,NA,38.2,5.9,792350,"Qikiqtaruk",2016,NA,NA,180,"HE16SP20"
"288","HE16SA1","HE16Sa1","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,25,NA,NA,8,NA,NA,NA,NA,NA,NA,31.6,5.7,NA,"Qikiqtaruk",2016,NA,NA,NA,"HE16SA1"
"289","HE16SA2","HE16Sa2","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,6,NA,NA,18,NA,NA,NA,NA,NA,NA,15.3,9.7,NA,"Qikiqtaruk",2016,NA,NA,NA,"HE16SA2"
"290","HE16SA3","HE16Sa3","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,8,172,83,10,NA,NA,NA,NA,NA,NA,18.1,7,114208,"Qikiqtaruk",2016,NA,NA,127.5,"HE16SA3"
